,name,total_points,value,GW
10773,Jarrod_Bowen_626,5.0,64.0,42
10774,Jarrod_Bowen_626,2.0,64.0,43
10775,Jarrod_Bowen_626,3.0,64.0,44
10776,Jarrod_Bowen_626,5.0,64.0,45
10777,Jarrod_Bowen_626,2.0,64.0,46
10778,Jarrod_Bowen_626,1.0,64.0,47
10779,Jarrod_Bowen_626,1.0,64.0,47
10780,Javier_HernÃ¡ndez BalcÃ¡zar_386,1.0,60.0,1
10781,Javier_HernÃ¡ndez BalcÃ¡zar_386,8.0,60.0,2
10782,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,3
10783,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,4
10784,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,5
10785,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,6
10786,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,7
10787,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,8
10788,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,9
10789,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,10
10790,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,11
10791,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,12
10792,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,13
10793,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,14
10794,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,15
10795,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,16
10796,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,17
10797,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,19
10798,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,20
10799,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,21
10800,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,22
10801,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,23
10802,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,24
10803,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,24
10804,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,25
10805,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,26
10806,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,27
10807,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,28
10808,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,29
10809,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,39
10810,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,40
10811,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,41
10812,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,42
10813,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,43
10814,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,44
10815,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,45
10816,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,46
10817,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,47
10818,Javier_HernÃ¡ndez BalcÃ¡zar_386,0.0,60.0,47
10819,Javier_Manquillo_256,2.0,45.0,1
10820,Javier_Manquillo_256,0.0,45.0,2
10821,Javier_Manquillo_256,0.0,45.0,3
10822,Javier_Manquillo_256,1.0,45.0,4
10823,Javier_Manquillo_256,1.0,44.0,5
10824,Javier_Manquillo_256,6.0,44.0,6
10825,Javier_Manquillo_256,0.0,44.0,7
10826,Javier_Manquillo_256,0.0,44.0,8
10827,Javier_Manquillo_256,0.0,44.0,9
10828,Javier_Manquillo_256,0.0,44.0,10
10829,Javier_Manquillo_256,0.0,44.0,11
10830,Javier_Manquillo_256,0.0,43.0,12
10831,Javier_Manquillo_256,0.0,43.0,13
10832,Javier_Manquillo_256,0.0,43.0,14
10833,Javier_Manquillo_256,12.0,43.0,15
10834,Javier_Manquillo_256,2.0,43.0,16
10835,Javier_Manquillo_256,2.0,43.0,17
10836,Javier_Manquillo_256,6.0,43.0,18
10837,Javier_Manquillo_256,0.0,43.0,19
10838,Javier_Manquillo_256,0.0,43.0,20
10839,Javier_Manquillo_256,0.0,43.0,21
10840,Javier_Manquillo_256,0.0,43.0,22
10841,Javier_Manquillo_256,0.0,43.0,23
10842,Javier_Manquillo_256,0.0,43.0,24
10843,Javier_Manquillo_256,0.0,43.0,25
10844,Javier_Manquillo_256,0.0,43.0,26
10845,Javier_Manquillo_256,0.0,43.0,27
10846,Javier_Manquillo_256,5.0,43.0,28
10847,Javier_Manquillo_256,5.0,43.0,29
10848,Javier_Manquillo_256,6.0,43.0,39
10849,Javier_Manquillo_256,2.0,43.0,40
10850,Javier_Manquillo_256,6.0,43.0,41
10851,Javier_Manquillo_256,1.0,43.0,42
10852,Javier_Manquillo_256,1.0,43.0,43
10853,Javier_Manquillo_256,0.0,43.0,44
10854,Javier_Manquillo_256,0.0,43.0,45
10855,Javier_Manquillo_256,6.0,43.0,46
10856,Javier_Manquillo_256,1.0,43.0,47
10857,Javier_Manquillo_256,1.0,43.0,47
10858,Jay_Rodriguez_451,1.0,60.0,1
10859,Jay_Rodriguez_451,1.0,59.0,2
10860,Jay_Rodriguez_451,1.0,59.0,3
10861,Jay_Rodriguez_451,1.0,58.0,4
10862,Jay_Rodriguez_451,1.0,58.0,5
10863,Jay_Rodriguez_451,1.0,57.0,6
10864,Jay_Rodriguez_451,4.0,57.0,7
10865,Jay_Rodriguez_451,1.0,57.0,8
10866,Jay_Rodriguez_451,2.0,57.0,9
10867,Jay_Rodriguez_451,6.0,57.0,10
10868,Jay_Rodriguez_451,2.0,57.0,11
10869,Jay_Rodriguez_451,1.0,57.0,12
10870,Jay_Rodriguez_451,1.0,57.0,13
10871,Jay_Rodriguez_451,1.0,57.0,14
10872,Jay_Rodriguez_451,1.0,57.0,15
10873,Jay_Rodriguez_451,2.0,57.0,16
10874,Jay_Rodriguez_451,1.0,57.0,17
10875,Jay_Rodriguez_451,8.0,57.0,18
10876,Jay_Rodriguez_451,2.0,57.0,19
10877,Jay_Rodriguez_451,1.0,57.0,20
10878,Jay_Rodriguez_451,1.0,57.0,21
10879,Jay_Rodriguez_451,0.0,57.0,22
10880,Jay_Rodriguez_451,2.0,57.0,23
10881,Jay_Rodriguez_451,6.0,57.0,24
10882,Jay_Rodriguez_451,2.0,57.0,25
10883,Jay_Rodriguez_451,2.0,57.0,26
10884,Jay_Rodriguez_451,6.0,57.0,27
10885,Jay_Rodriguez_451,2.0,57.0,28
10886,Jay_Rodriguez_451,5.0,57.0,29
10887,Jay_Rodriguez_451,1.0,57.0,39
10888,Jay_Rodriguez_451,6.0,57.0,40
10889,Jay_Rodriguez_451,0.0,57.0,41
10890,Jay_Rodriguez_451,5.0,57.0,42
10891,Jay_Rodriguez_451,9.0,57.0,43
10892,Jay_Rodriguez_451,9.0,57.0,44
10893,Jay_Rodriguez_451,1.0,57.0,45
10894,Jay_Rodriguez_451,2.0,57.0,46
10895,Jay_Rodriguez_451,2.0,57.0,47
10896,Jay_Rodriguez_451,2.0,57.0,47
10897,Jean-Philippe_Gbamin_497,1.0,50.0,1
10898,Jean-Philippe_Gbamin_497,3.0,50.0,2
10899,Jean-Philippe_Gbamin_497,0.0,50.0,3
10900,Jean-Philippe_Gbamin_497,0.0,50.0,4
10901,Jean-Philippe_Gbamin_497,0.0,49.0,5
10902,Jean-Philippe_Gbamin_497,0.0,49.0,6
10903,Jean-Philippe_Gbamin_497,0.0,49.0,7
10904,Jean-Philippe_Gbamin_497,0.0,49.0,8
10905,Jean-Philippe_Gbamin_497,0.0,48.0,9
10906,Jean-Philippe_Gbamin_497,0.0,48.0,10
10907,Jean-Philippe_Gbamin_497,0.0,48.0,11
10908,Jean-Philippe_Gbamin_497,0.0,48.0,12
10909,Jean-Philippe_Gbamin_497,0.0,48.0,13
10910,Jean-Philippe_Gbamin_497,0.0,48.0,14
10911,Jean-Philippe_Gbamin_497,0.0,48.0,15
10912,Jean-Philippe_Gbamin_497,0.0,48.0,16
10913,Jean-Philippe_Gbamin_497,0.0,48.0,17
10914,Jean-Philippe_Gbamin_497,0.0,48.0,18
10915,Jean-Philippe_Gbamin_497,0.0,48.0,19
10916,Jean-Philippe_Gbamin_497,0.0,48.0,20
10917,Jean-Philippe_Gbamin_497,0.0,48.0,21
10918,Jean-Philippe_Gbamin_497,0.0,48.0,22
10919,Jean-Philippe_Gbamin_497,0.0,48.0,23
10920,Jean-Philippe_Gbamin_497,0.0,48.0,24
10921,Jean-Philippe_Gbamin_497,0.0,48.0,25
10922,Jean-Philippe_Gbamin_497,0.0,48.0,26
10923,Jean-Philippe_Gbamin_497,0.0,48.0,27
10924,Jean-Philippe_Gbamin_497,0.0,48.0,28
10925,Jean-Philippe_Gbamin_497,0.0,48.0,29
10926,Jean-Philippe_Gbamin_497,0.0,48.0,39
10927,Jean-Philippe_Gbamin_497,0.0,48.0,40
10928,Jean-Philippe_Gbamin_497,0.0,48.0,41
10929,Jean-Philippe_Gbamin_497,0.0,48.0,42
10930,Jean-Philippe_Gbamin_497,0.0,48.0,43
10931,Jean-Philippe_Gbamin_497,0.0,48.0,44
10932,Jean-Philippe_Gbamin_497,0.0,48.0,45
10933,Jean-Philippe_Gbamin_497,0.0,48.0,46
10934,Jean-Philippe_Gbamin_497,0.0,48.0,47
10935,Jean-Philippe_Gbamin_497,0.0,48.0,47
10936,Jed_Steer_429,0.0,45.0,1
10937,Jed_Steer_429,0.0,45.0,2
10938,Jed_Steer_429,0.0,45.0,3
10939,Jed_Steer_429,0.0,45.0,4
10940,Jed_Steer_429,0.0,44.0,5
10941,Jed_Steer_429,0.0,44.0,6
10942,Jed_Steer_429,0.0,44.0,7
10943,Jed_Steer_429,0.0,44.0,8
10944,Jed_Steer_429,0.0,44.0,9
10945,Jed_Steer_429,0.0,44.0,10
10946,Jed_Steer_429,0.0,44.0,11
10947,Jed_Steer_429,1.0,44.0,12
10948,Jed_Steer_429,0.0,44.0,13
10949,Jed_Steer_429,0.0,44.0,14
10950,Jed_Steer_429,0.0,44.0,15
10951,Jed_Steer_429,0.0,44.0,16
10952,Jed_Steer_429,0.0,44.0,17
10953,Jed_Steer_429,0.0,44.0,18
10954,Jed_Steer_429,0.0,44.0,19
10955,Jed_Steer_429,0.0,44.0,20
10956,Jed_Steer_429,0.0,44.0,21
10957,Jed_Steer_429,0.0,44.0,22
10958,Jed_Steer_429,0.0,44.0,23
10959,Jed_Steer_429,0.0,44.0,24
10960,Jed_Steer_429,0.0,43.0,25
10961,Jed_Steer_429,0.0,43.0,26
10962,Jed_Steer_429,0.0,43.0,27
10963,Jed_Steer_429,0.0,43.0,29
10964,Jed_Steer_429,0.0,43.0,39
10965,Jed_Steer_429,0.0,43.0,39
10966,Jed_Steer_429,0.0,43.0,40
10967,Jed_Steer_429,0.0,43.0,41
10968,Jed_Steer_429,0.0,43.0,42
10969,Jed_Steer_429,0.0,43.0,43
10970,Jed_Steer_429,0.0,43.0,44
10971,Jed_Steer_429,0.0,43.0,45
10972,Jed_Steer_429,0.0,43.0,46
10973,Jed_Steer_429,0.0,43.0,47
10974,Jed_Steer_429,0.0,43.0,47
10975,Jeff_Hendrick_100,0.0,55.0,1
10976,Jeff_Hendrick_100,0.0,55.0,2
10977,Jeff_Hendrick_100,1.0,54.0,3
10978,Jeff_Hendrick_100,0.0,54.0,4
10979,Jeff_Hendrick_100,7.0,54.0,5
10980,Jeff_Hendrick_100,3.0,54.0,6
10981,Jeff_Hendrick_100,2.0,54.0,7
10982,Jeff_Hendrick_100,10.0,54.0,8
10983,Jeff_Hendrick_100,1.0,54.0,9
10984,Jeff_Hendrick_100,1.0,54.0,10
10985,Jeff_Hendrick_100,2.0,54.0,11
10986,Jeff_Hendrick_100,3.0,54.0,12
10987,Jeff_Hendrick_100,3.0,54.0,13
10988,Jeff_Hendrick_100,2.0,54.0,14
10989,Jeff_Hendrick_100,4.0,54.0,15
10990,Jeff_Hendrick_100,2.0,54.0,16
10991,Jeff_Hendrick_100,3.0,54.0,17
10992,Jeff_Hendrick_100,2.0,54.0,18
10993,Jeff_Hendrick_100,0.0,54.0,19
10994,Jeff_Hendrick_100,1.0,54.0,20
10995,Jeff_Hendrick_100,0.0,54.0,21
10996,Jeff_Hendrick_100,2.0,54.0,22
10997,Jeff_Hendrick_100,2.0,54.0,23
10998,Jeff_Hendrick_100,3.0,54.0,24
10999,Jeff_Hendrick_100,3.0,54.0,25
11000,Jeff_Hendrick_100,4.0,54.0,26
11001,Jeff_Hendrick_100,2.0,54.0,27
11002,Jeff_Hendrick_100,3.0,54.0,28
11003,Jeff_Hendrick_100,1.0,54.0,29
11004,Jeff_Hendrick_100,0.0,54.0,39
11005,Jeff_Hendrick_100,0.0,54.0,40
11006,Jeff_Hendrick_100,0.0,54.0,41
11007,Jeff_Hendrick_100,0.0,54.0,42
11008,Jeff_Hendrick_100,0.0,54.0,43
11009,Jeff_Hendrick_100,0.0,54.0,44
11010,Jeff_Hendrick_100,0.0,54.0,45
11011,Jeff_Hendrick_100,0.0,54.0,46
11012,Jeff_Hendrick_100,0.0,54.0,47
11013,Jeff_Hendrick_100,0.0,54.0,47
11014,Jefferson_Lerma_82,2.0,50.0,1
11015,Jefferson_Lerma_82,2.0,50.0,2
11016,Jefferson_Lerma_82,1.0,50.0,3
11017,Jefferson_Lerma_82,1.0,50.0,4
11018,Jefferson_Lerma_82,1.0,49.0,5
11019,Jefferson_Lerma_82,1.0,49.0,6
11020,Jefferson_Lerma_82,1.0,49.0,7
11021,Jefferson_Lerma_82,2.0,48.0,8
11022,Jefferson_Lerma_82,0.0,48.0,9
11023,Jefferson_Lerma_82,3.0,48.0,10
11024,Jefferson_Lerma_82,2.0,48.0,11
11025,Jefferson_Lerma_82,0.0,48.0,12
11026,Jefferson_Lerma_82,1.0,48.0,13
11027,Jefferson_Lerma_82,1.0,48.0,14
11028,Jefferson_Lerma_82,1.0,48.0,15
11029,Jefferson_Lerma_82,2.0,48.0,16
11030,Jefferson_Lerma_82,8.0,48.0,17
11031,Jefferson_Lerma_82,2.0,48.0,18
11032,Jefferson_Lerma_82,1.0,48.0,19
11033,Jefferson_Lerma_82,0.0,48.0,20
11034,Jefferson_Lerma_82,2.0,48.0,21
11035,Jefferson_Lerma_82,1.0,48.0,22
11036,Jefferson_Lerma_82,2.0,48.0,23
11037,Jefferson_Lerma_82,1.0,48.0,24
11038,Jefferson_Lerma_82,-2.0,48.0,25
11039,Jefferson_Lerma_82,0.0,48.0,26
11040,Jefferson_Lerma_82,0.0,48.0,27
11041,Jefferson_Lerma_82,7.0,48.0,28
11042,Jefferson_Lerma_82,5.0,48.0,29
11043,Jefferson_Lerma_82,2.0,48.0,39
11044,Jefferson_Lerma_82,2.0,48.0,40
11045,Jefferson_Lerma_82,2.0,48.0,41
11046,Jefferson_Lerma_82,1.0,48.0,42
11047,Jefferson_Lerma_82,2.0,48.0,43
11048,Jefferson_Lerma_82,2.0,48.0,44
11049,Jefferson_Lerma_82,2.0,48.0,45
11050,Jefferson_Lerma_82,2.0,48.0,46
11051,Jefferson_Lerma_82,2.0,48.0,47
11052,Jefferson_Lerma_82,2.0,48.0,47
11053,Jeffrey_Schlupp_137,0.0,55.0,1
11054,Jeffrey_Schlupp_137,1.0,55.0,2
11055,Jeffrey_Schlupp_137,7.0,55.0,3
11056,Jeffrey_Schlupp_137,3.0,55.0,4
11057,Jeffrey_Schlupp_137,2.0,55.0,5
11058,Jeffrey_Schlupp_137,2.0,55.0,6
11059,Jeffrey_Schlupp_137,2.0,55.0,7
11060,Jeffrey_Schlupp_137,2.0,55.0,8
11061,Jeffrey_Schlupp_137,1.0,55.0,9
11062,Jeffrey_Schlupp_137,0.0,55.0,10
11063,Jeffrey_Schlupp_137,1.0,55.0,11
11064,Jeffrey_Schlupp_137,1.0,55.0,12
11065,Jeffrey_Schlupp_137,1.0,55.0,13
11066,Jeffrey_Schlupp_137,6.0,55.0,14
11067,Jeffrey_Schlupp_137,10.0,55.0,15
11068,Jeffrey_Schlupp_137,1.0,55.0,16
11069,Jeffrey_Schlupp_137,0.0,55.0,17
11070,Jeffrey_Schlupp_137,0.0,55.0,18
11071,Jeffrey_Schlupp_137,0.0,55.0,19
11072,Jeffrey_Schlupp_137,0.0,55.0,20
11073,Jeffrey_Schlupp_137,0.0,55.0,21
11074,Jeffrey_Schlupp_137,0.0,55.0,22
11075,Jeffrey_Schlupp_137,0.0,54.0,23
11076,Jeffrey_Schlupp_137,0.0,54.0,24
11077,Jeffrey_Schlupp_137,0.0,54.0,25
11078,Jeffrey_Schlupp_137,0.0,54.0,26
11079,Jeffrey_Schlupp_137,0.0,54.0,27
11080,Jeffrey_Schlupp_137,0.0,54.0,28
11081,Jeffrey_Schlupp_137,0.0,54.0,29
11082,Jeffrey_Schlupp_137,0.0,54.0,39
11083,Jeffrey_Schlupp_137,0.0,54.0,40
11084,Jeffrey_Schlupp_137,0.0,54.0,41
11085,Jeffrey_Schlupp_137,0.0,54.0,42
11086,Jeffrey_Schlupp_137,0.0,54.0,43
11087,Jeffrey_Schlupp_137,0.0,54.0,44
11088,Jeffrey_Schlupp_137,1.0,54.0,45
11089,Jeffrey_Schlupp_137,2.0,54.0,46
11090,Jeffrey_Schlupp_137,8.0,54.0,47
11091,Jeffrey_Schlupp_137,8.0,54.0,47
11092,Jeremy_Ngakia_593,0.0,40.0,22
11093,Jeremy_Ngakia_593,0.0,40.0,23
11094,Jeremy_Ngakia_593,1.0,40.0,24
11095,Jeremy_Ngakia_593,0.0,40.0,24
11096,Jeremy_Ngakia_593,0.0,40.0,25
11097,Jeremy_Ngakia_593,0.0,40.0,26
11098,Jeremy_Ngakia_593,1.0,40.0,27
11099,Jeremy_Ngakia_593,2.0,40.0,28
11100,Jeremy_Ngakia_593,2.0,40.0,29
11101,Jeremy_Ngakia_593,2.0,40.0,39
11102,Jeremy_Ngakia_593,0.0,40.0,40
11103,Jeremy_Ngakia_593,0.0,40.0,41
11104,Jeremy_Ngakia_593,0.0,40.0,42
11105,Jeremy_Ngakia_593,0.0,40.0,43
11106,Jeremy_Ngakia_593,0.0,40.0,44
11107,Jeremy_Ngakia_593,0.0,40.0,45
11108,Jeremy_Ngakia_593,0.0,40.0,46
11109,Jeremy_Ngakia_593,0.0,40.0,47
11110,Jeremy_Ngakia_593,0.0,40.0,47
11111,JesÃºs_Vallejo LÃ¡zaro_473,0.0,50.0,1
11112,JesÃºs_Vallejo LÃ¡zaro_473,0.0,50.0,2
11113,JesÃºs_Vallejo LÃ¡zaro_473,0.0,49.0,3
11114,JesÃºs_Vallejo LÃ¡zaro_473,0.0,49.0,4
11115,JesÃºs_Vallejo LÃ¡zaro_473,0.0,49.0,5
11116,JesÃºs_Vallejo LÃ¡zaro_473,0.0,48.0,6
11117,JesÃºs_Vallejo LÃ¡zaro_473,0.0,48.0,7
11118,JesÃºs_Vallejo LÃ¡zaro_473,0.0,48.0,8
11119,JesÃºs_Vallejo LÃ¡zaro_473,1.0,48.0,9
11120,JesÃºs_Vallejo LÃ¡zaro_473,0.0,48.0,10
11121,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,11
11122,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,12
11123,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,13
11124,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,14
11125,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,15
11126,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,16
11127,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,17
11128,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,18
11129,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,19
11130,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,20
11131,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,21
11132,JesÃºs_Vallejo LÃ¡zaro_473,0.0,47.0,22
11133,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,23
11134,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,24
11135,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,25
11136,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,26
11137,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,27
11138,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,28
11139,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,29
11140,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,39
11141,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,40
11142,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,41
11143,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,42
11144,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,43
11145,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,44
11146,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,45
11147,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,46
11148,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,47
11149,JesÃºs_Vallejo LÃ¡zaro_473,0.0,46.0,47
11150,Jesse_Lingard_241,2.0,65.0,1
11151,Jesse_Lingard_241,2.0,65.0,2
11152,Jesse_Lingard_241,1.0,65.0,3
11153,Jesse_Lingard_241,1.0,65.0,4
11154,Jesse_Lingard_241,0.0,64.0,5
11155,Jesse_Lingard_241,1.0,64.0,6
11156,Jesse_Lingard_241,1.0,64.0,7
11157,Jesse_Lingard_241,0.0,64.0,8
11158,Jesse_Lingard_241,0.0,64.0,9
11159,Jesse_Lingard_241,1.0,63.0,10
11160,Jesse_Lingard_241,1.0,63.0,11
11161,Jesse_Lingard_241,1.0,63.0,12
11162,Jesse_Lingard_241,1.0,63.0,13
11163,Jesse_Lingard_241,1.0,63.0,14
11164,Jesse_Lingard_241,2.0,63.0,15
11165,Jesse_Lingard_241,2.0,63.0,16
11166,Jesse_Lingard_241,2.0,63.0,17
11167,Jesse_Lingard_241,2.0,63.0,18
11168,Jesse_Lingard_241,1.0,63.0,19
11169,Jesse_Lingard_241,0.0,63.0,20
11170,Jesse_Lingard_241,1.0,63.0,21
11171,Jesse_Lingard_241,0.0,63.0,22
11172,Jesse_Lingard_241,0.0,63.0,23
11173,Jesse_Lingard_241,1.0,63.0,24
11174,Jesse_Lingard_241,1.0,63.0,25
11175,Jesse_Lingard_241,0.0,63.0,26
11176,Jesse_Lingard_241,0.0,63.0,27
11177,Jesse_Lingard_241,0.0,63.0,28
11178,Jesse_Lingard_241,0.0,63.0,29
11179,Jesse_Lingard_241,0.0,63.0,39
11180,Jesse_Lingard_241,0.0,63.0,40
11181,Jesse_Lingard_241,0.0,63.0,41
11182,Jesse_Lingard_241,0.0,63.0,42
11183,Jesse_Lingard_241,0.0,63.0,43
11184,Jesse_Lingard_241,0.0,63.0,44
11185,Jesse_Lingard_241,1.0,63.0,45
11186,Jesse_Lingard_241,0.0,63.0,46
11187,Jesse_Lingard_241,6.0,63.0,47
11188,Jesse_Lingard_241,6.0,63.0,47
11189,Jetro_Willems_498,1.0,45.0,1
11190,Jetro_Willems_498,0.0,45.0,2
11191,Jetro_Willems_498,0.0,45.0,3
11192,Jetro_Willems_498,2.0,45.0,4
11193,Jetro_Willems_498,7.0,45.0,5
11194,Jetro_Willems_498,6.0,45.0,6
11195,Jetro_Willems_498,0.0,45.0,7
11196,Jetro_Willems_498,12.0,45.0,8
11197,Jetro_Willems_498,2.0,45.0,9
11198,Jetro_Willems_498,2.0,45.0,10
11199,Jetro_Willems_498,8.0,45.0,11
11200,Jetro_Willems_498,2.0,45.0,12
11201,Jetro_Willems_498,1.0,46.0,13
11202,Jetro_Willems_498,7.0,46.0,14
11203,Jetro_Willems_498,6.0,46.0,15
11204,Jetro_Willems_498,2.0,46.0,16
11205,Jetro_Willems_498,2.0,47.0,17
11206,Jetro_Willems_498,0.0,47.0,18
11207,Jetro_Willems_498,0.0,47.0,19
11208,Jetro_Willems_498,1.0,47.0,20
11209,Jetro_Willems_498,0.0,46.0,21
11210,Jetro_Willems_498,2.0,46.0,22
11211,Jetro_Willems_498,1.0,46.0,23
11212,Jetro_Willems_498,0.0,46.0,24
11213,Jetro_Willems_498,0.0,45.0,25
11214,Jetro_Willems_498,0.0,45.0,26
11215,Jetro_Willems_498,0.0,44.0,27
11216,Jetro_Willems_498,0.0,44.0,28
11217,Jetro_Willems_498,0.0,44.0,29
11218,Jetro_Willems_498,0.0,43.0,39
11219,Jetro_Willems_498,0.0,43.0,40
11220,Jetro_Willems_498,0.0,43.0,41
11221,Jetro_Willems_498,0.0,43.0,42
11222,Jetro_Willems_498,0.0,43.0,43
11223,Jetro_Willems_498,0.0,43.0,44
11224,Jetro_Willems_498,0.0,43.0,45
11225,Jetro_Willems_498,0.0,43.0,46
11226,Jetro_Willems_498,0.0,43.0,47
11227,Jetro_Willems_498,0.0,43.0,47
11228,Jimmy_Dunne_638,0.0,40.0,39
11229,Jimmy_Dunne_638,0.0,40.0,40
11230,Jimmy_Dunne_638,0.0,40.0,41
11231,Jimmy_Dunne_638,0.0,40.0,42
11232,Jimmy_Dunne_638,0.0,40.0,43
11233,Jimmy_Dunne_638,0.0,40.0,44
11234,Jimmy_Dunne_638,0.0,40.0,45
11235,Jimmy_Dunne_638,0.0,40.0,46
11236,Jimmy_Dunne_638,0.0,40.0,47
11237,Jimmy_Dunne_638,0.0,40.0,47
11238,JoÃ£o Filipe Iria_Santos Moutinho_415,3.0,55.0,1
11239,JoÃ£o Filipe Iria_Santos Moutinho_415,8.0,55.0,2
11240,JoÃ£o Filipe Iria_Santos Moutinho_415,1.0,55.0,3
11241,JoÃ£o Filipe Iria_Santos Moutinho_415,1.0,55.0,4
11242,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,55.0,5
11243,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,55.0,6
11244,JoÃ£o Filipe Iria_Santos Moutinho_415,3.0,54.0,7
11245,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,54.0,8
11246,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,53.0,9
11247,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,53.0,10
11248,JoÃ£o Filipe Iria_Santos Moutinho_415,6.0,53.0,11
11249,JoÃ£o Filipe Iria_Santos Moutinho_415,4.0,53.0,12
11250,JoÃ£o Filipe Iria_Santos Moutinho_415,10.0,53.0,13
11251,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,53.0,14
11252,JoÃ£o Filipe Iria_Santos Moutinho_415,8.0,53.0,15
11253,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,54.0,16
11254,JoÃ£o Filipe Iria_Santos Moutinho_415,1.0,54.0,17
11255,JoÃ£o Filipe Iria_Santos Moutinho_415,4.0,54.0,18
11256,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,54.0,19
11257,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,54.0,20
11258,JoÃ£o Filipe Iria_Santos Moutinho_415,6.0,54.0,21
11259,JoÃ£o Filipe Iria_Santos Moutinho_415,6.0,54.0,22
11260,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,54.0,23
11261,JoÃ£o Filipe Iria_Santos Moutinho_415,2.0,54.0,24
